title,result_link,summary,filename
Googleapi.Contentwarehouse.V1.Model.Abuseiamgeorestriction,https://hexdocs.pm/google_api_content_warehouse/0.4.0/GoogleApi.ContentWarehouse.V1.Model.AbuseiamGeoRestriction.html,"View Source GoogleApi.ContentWarehouse.V1.Model.AbuseiamGeoRestriction (google_api_content_warehouse v0.4.0)
A node representing a table of regions and restrictions that apply to those regions. This table understands region inclusion and knows to apply the most specific rule, for example, a rule for France would override a rule for the EU for a user in France.
Attributes
-
locale
(type:list(GoogleApi.ContentWarehouse.V1.Model.AbuseiamGeoRestrictionLocale.t)
, default:nil
) -
Summary
Functions
Unwrap a decoded JSON object into its complex fields.
Types
@type t() :: %GoogleApi.ContentWarehouse.V1.Model.AbuseiamGeoRestriction{ locale: [GoogleApi.ContentWarehouse.V1.Model.AbuseiamGeoRestrictionLocale.t()] | nil }
Functions
Link to this function
decode(value, options)
View SourceUnwrap a decoded JSON object into its complex fields.",https_hexdocs_pm_google_api_content_warehouse_0_4_0_GoogleApi_ContentWarehouse_V1_Model_AbuseiamGeoRestriction_html.txt
Googleapi.Contentwarehouse.V1.Model.Abuseiamgeorestrictionlocale,https://hexdocs.pm/google_api_content_warehouse/0.4.0/GoogleApi.ContentWarehouse.V1.Model.AbuseiamGeoRestrictionLocale.html,"View Source GoogleApi.ContentWarehouse.V1.Model.AbuseiamGeoRestrictionLocale (google_api_content_warehouse v0.4.0)
Attributes
-
location
(type:String.t
, default:nil
) - The location where the restriction applies. Defaults to the ""The world"". See go/iii. -
restriction
(type:GoogleApi.ContentWarehouse.V1.Model.AbuseiamUserRestriction.t
, default:nil
) - The UserRestriction that applies to this location. If not specified evaluates to true.
Summary
Functions
Unwrap a decoded JSON object into its complex fields.
Types
@type t() :: %GoogleApi.ContentWarehouse.V1.Model.AbuseiamGeoRestrictionLocale{ location: String.t() | nil, restriction: GoogleApi.ContentWarehouse.V1.Model.AbuseiamUserRestriction.t() | nil }
Functions
Link to this function
decode(value, options)
View SourceUnwrap a decoded JSON object into its complex fields.",https_hexdocs_pm_google_api_content_warehouse_0_4_0_GoogleApi_ContentWarehouse_V1_Model_AbuseiamGeoRestrictionLocale_html.txt
Googleapi.Contentwarehouse.V1.Model.Abuseiamhash,https://hexdocs.pm/google_api_content_warehouse/0.4.0/GoogleApi.ContentWarehouse.V1.Model.AbuseiamHash.html,"View Source GoogleApi.ContentWarehouse.V1.Model.AbuseiamHash (google_api_content_warehouse v0.4.0)
Information about various hashes that can be computed on a message ex: simhash, attachment hash, etc
Attributes
-
hash
(type:String.t
, default:nil
) - 64 bit hash in the hex form. -
type
(type:String.t
, default:nil
) -
Summary
Functions
Unwrap a decoded JSON object into its complex fields.
Types
Functions
Link to this function
decode(value, options)
View SourceUnwrap a decoded JSON object into its complex fields.",https_hexdocs_pm_google_api_content_warehouse_0_4_0_GoogleApi_ContentWarehouse_V1_Model_AbuseiamHash_html.txt
Googleapi.Contentwarehouse.V1.Model.Abuseiamnamevaluepair,https://hexdocs.pm/google_api_content_warehouse/0.4.0/GoogleApi.ContentWarehouse.V1.Model.AbuseiamNameValuePair.html,"View Source GoogleApi.ContentWarehouse.V1.Model.AbuseiamNameValuePair (google_api_content_warehouse v0.4.0)
Attributes
-
name
(type:String.t
, default:nil
) - -
nonUtf8Value
(type:String.t
, default:nil
) - -
value
(type:String.t
, default:nil
) -
Summary
Functions
Unwrap a decoded JSON object into its complex fields.
Types
Functions
Link to this function
decode(value, options)
View SourceUnwrap a decoded JSON object into its complex fields.",https_hexdocs_pm_google_api_content_warehouse_0_4_0_GoogleApi_ContentWarehouse_V1_Model_AbuseiamNameValuePair_html.txt
Googleapi.Contentwarehouse.V1.Model.Abuseiamnotrestriction,https://hexdocs.pm/google_api_content_warehouse/0.4.0/GoogleApi.ContentWarehouse.V1.Model.AbuseiamNotRestriction.html,"View Source GoogleApi.ContentWarehouse.V1.Model.AbuseiamNotRestriction (google_api_content_warehouse v0.4.0)
Attributes
-
child
(type:list(GoogleApi.ContentWarehouse.V1.Model.AbuseiamUserRestriction.t)
, default:nil
) - This restriction applies if the child does not apply. Only one is allowed. ""repeated"" is used to avoid breaking Sawzall (See b/6758277).
Summary
Functions
Unwrap a decoded JSON object into its complex fields.
Types
@type t() :: %GoogleApi.ContentWarehouse.V1.Model.AbuseiamNotRestriction{ child: [GoogleApi.ContentWarehouse.V1.Model.AbuseiamUserRestriction.t()] | nil }
Functions
Link to this function
decode(value, options)
View SourceUnwrap a decoded JSON object into its complex fields.",https_hexdocs_pm_google_api_content_warehouse_0_4_0_GoogleApi_ContentWarehouse_V1_Model_AbuseiamNotRestriction_html.txt
Googleapi.Contentwarehouse.V1.Model.Abuseiamorrestriction,https://hexdocs.pm/google_api_content_warehouse/0.4.0/GoogleApi.ContentWarehouse.V1.Model.AbuseiamOrRestriction.html,"View Source GoogleApi.ContentWarehouse.V1.Model.AbuseiamOrRestriction (google_api_content_warehouse v0.4.0)
Attributes
-
child
(type:list(GoogleApi.ContentWarehouse.V1.Model.AbuseiamUserRestriction.t)
, default:nil
) - This restriction applies if any of the children apply.
Summary
Functions
Unwrap a decoded JSON object into its complex fields.
Types
@type t() :: %GoogleApi.ContentWarehouse.V1.Model.AbuseiamOrRestriction{ child: [GoogleApi.ContentWarehouse.V1.Model.AbuseiamUserRestriction.t()] | nil }
Functions
Link to this function
decode(value, options)
View SourceUnwrap a decoded JSON object into its complex fields.",https_hexdocs_pm_google_api_content_warehouse_0_4_0_GoogleApi_ContentWarehouse_V1_Model_AbuseiamOrRestriction_html.txt
Googleapi.Contentwarehouse.V1.Model.Abuseiamregion,https://hexdocs.pm/google_api_content_warehouse/0.4.0/GoogleApi.ContentWarehouse.V1.Model.AbuseiamRegion.html,"View Source GoogleApi.ContentWarehouse.V1.Model.AbuseiamRegion (google_api_content_warehouse v0.4.0)
Attributes
-
region
(type:String.t
, default:nil
) - This is a CLDR Region Code: http://wiki/Main/IIIHowTo#using_region It is used to denote the region affected by a verdict.
Summary
Functions
Unwrap a decoded JSON object into its complex fields.
Types
@type t() :: %GoogleApi.ContentWarehouse.V1.Model.AbuseiamRegion{ region: String.t() | nil }
Functions
Link to this function
decode(value, options)
View SourceUnwrap a decoded JSON object into its complex fields.",https_hexdocs_pm_google_api_content_warehouse_0_4_0_GoogleApi_ContentWarehouse_V1_Model_AbuseiamRegion_html.txt
Googleapi.Contentwarehouse.V1.Model.Abuseiamspecialrestriction,https://hexdocs.pm/google_api_content_warehouse/0.4.0/GoogleApi.ContentWarehouse.V1.Model.AbuseiamSpecialRestriction.html,"View Source GoogleApi.ContentWarehouse.V1.Model.AbuseiamSpecialRestriction (google_api_content_warehouse v0.4.0)
A SpecialRestriction is a standardized UserRestriction which lives in a table maintained via CDD.
Attributes
-
type
(type:String.t
, default:nil
) -
Summary
Functions
Unwrap a decoded JSON object into its complex fields.
Types
@type t() :: %GoogleApi.ContentWarehouse.V1.Model.AbuseiamSpecialRestriction{ type: String.t() | nil }
Functions
Link to this function
decode(value, options)
View SourceUnwrap a decoded JSON object into its complex fields.",https_hexdocs_pm_google_api_content_warehouse_0_4_0_GoogleApi_ContentWarehouse_V1_Model_AbuseiamSpecialRestriction_html.txt
Googleapi.Contentwarehouse.V1.Model.Abuseiamtarget,https://hexdocs.pm/google_api_content_warehouse/0.4.0/GoogleApi.ContentWarehouse.V1.Model.AbuseiamTarget.html,"View Source GoogleApi.ContentWarehouse.V1.Model.AbuseiamTarget (google_api_content_warehouse v0.4.0)
Attributes
-
id
(type:String.t
, default:nil
) - -
type
(type:String.t
, default:nil
) -
Summary
Functions
Unwrap a decoded JSON object into its complex fields.
Types
Functions
Link to this function
decode(value, options)
View SourceUnwrap a decoded JSON object into its complex fields.",https_hexdocs_pm_google_api_content_warehouse_0_4_0_GoogleApi_ContentWarehouse_V1_Model_AbuseiamTarget_html.txt
Googleapi.Contentwarehouse.V1.Model.Abuseiamusernotification,https://hexdocs.pm/google_api_content_warehouse/0.4.0/GoogleApi.ContentWarehouse.V1.Model.AbuseiamUserNotification.html,"View Source GoogleApi.ContentWarehouse.V1.Model.AbuseiamUserNotification (google_api_content_warehouse v0.4.0)
A structure used to configure a notification to a user.
Attributes
-
channel
(type:String.t
, default:nil
) -
Summary
Functions
Unwrap a decoded JSON object into its complex fields.
Types
@type t() :: %GoogleApi.ContentWarehouse.V1.Model.AbuseiamUserNotification{ channel: String.t() | nil }
Functions
Link to this function
decode(value, options)
View SourceUnwrap a decoded JSON object into its complex fields.",https_hexdocs_pm_google_api_content_warehouse_0_4_0_GoogleApi_ContentWarehouse_V1_Model_AbuseiamUserNotification_html.txt
